2019-03-28,1,P005,LG-580 Phone,3450.00,1,3450.0,
2019-03-28,1,P004,Samsung S6, 7900.00,2,15800.0,
2019-03-28,1,P003,pro 6.1" HD 18:9 ,5400.00 ,6,32400.0,
2019-03-28,2,P002,Sony Xperia Z1,3499.00 ,2,6998.0,
2019-03-28,3,P002,Sony Xperia Z1,3499.00 ,20,69980.0,
2019-03-28,4,P0020,Huawei Y6,6990.00 ,1,6990.0,
2019-03-28,4,P0050,Vivo y91i,6999.00 ,2,13998.0,
2019-03-28,4,P0049,Lenovo A7000e,3499.00,5,17495.0,
2019-03-28,4,P0036,Android 4.4 ,2860.00,7,20020.0,
2019-03-28,4,P0042,Xiaomi MI 3C,2799.00,2,5598.0,
2019-03-28,4,P0037,Honor 7S,5290.00,6,31740.0,
2019-03-28,4,P0037,Honor 7S,5290.00,6,31740.0,
2019-03-28,4,P0037,Honor 7S,5290.00,6,31740.0,
2019-03-28,4,P0037,Honor 7S,5290.00,6,31740.0,
2019-03-28,4,P0037,Honor 7S,5290.00,6,31740.0,
2019-03-28,4,P0037,Honor 7S,5290.00,6,31740.0,
2019-03-29,4,P0037,Honor 7S,5290.00,6,31740.0,
2019-03-30,4,P0037,Honor 7S,5290.00,6,31740.0,
2019-03-31,4,P0037,Honor 7S,5290.00,6,31740.0,
2019-04-01,4,P0037,Honor 7S,5290.00,6,31740.0,
2019-04-02,4,P0037,Honor 7S,5290.00,6,31740.0,
2019-04-03,4,P0037,Honor 7S,5290.00,6,31740.0,
2021-05-23,1,P0010,Asu* Zenfone  ,3599.00,5,17995.0,
2021-05-23,2,P009,MobileHub Neo,1200.00,6,7200.0,
2021-05-23,1,P002,Sony Xperia Z1,3499.00 ,5,17495.0,
2021-05-23,1,P002,Sony Xperia Z1,3499.00 ,5,17495.0,
2021-05-23,1,P003,pro 6.1" HD 18:9 ,5400.00 ,5,27000.0,
[1, 'P003', 'pro 6.1" HD 18:9 ', '5400.00 ', 5, '27000.0']
2021-05-23,1,P003,pro 6.1" HD 18:9 ,5400.00 ,5,27000.0,
2021-05-23,1,P002,Sony Xperia Z1,3499.00 ,5,17495.0,
2021-05-23,2,P003,pro 6.1" HD 18:9 ,5400.00 ,8,43200.0,
2021-05-23,1,P002,Sony Xperia Z1,3499.00 ,5,17495.0,
2021-05-23,2,P0010,Asu* Zenfone  ,3599.00,5,17995.0,
[1, 'P005', 'LG-580 Phone', '3450.00', 5, '17250.0']
2021-05-23,1,P005,LG-580 Phone,3450.00,5,17250.0,
[2, 'P005', 'LG-580 Phone', '3450.00', 5, '17250.0']
2021-05-23,2,P005,LG-580 Phone,3450.00,5,17250.0,
2021-05-23,1,P004,Samsung S6, 7900.00,5,39500.0,
2021-05-23,1,P004,Samsung S6, 7900.00,5,39500.0,
2021-05-23,1,P004,Samsung S6, 7900.00,5,39500.0,
2021-05-23,1,P004,Samsung S6, 7900.00,5,39500.0,
2021-05-23,1,P003,pro 6.1" HD 18:9 ,5400.00 ,5,27000.0,
2021-05-23,1,P003,pro 6.1" HD 18:9 ,5400.00 ,5,27000.0,
2021-05-23,1,P003,pro 6.1" HD 18:9 ,5400.00 ,5,27000.0,
2021-05-23,1,P004,Samsung S6, 7900.00,5,39500.0,
2021-05-23,1,P003,pro 6.1" HD 18:9 ,5400.00 ,5,27000.0,
2021-05-23,1,P004,Samsung S6, 7900.00,5,39500.0,
2021-05-23,2,P005,LG-580 Phone,3450.00,5,17250.0,
2021-05-23,1,P004,Samsung S6, 7900.00,5,39500.0,
2021-05-23,1,P004,Samsung S6, 7900.00,3,23700.0,
2021-05-23,1,P004,Samsung S6, 7900.00,5,39500.0,
2021-05-23,1,P003,pro 6.1" HD 18:9 ,5400.00 ,5,27000.0,
2021-05-23,1,P003,pro 6.1" HD 18:9 ,5400.00 ,5,27000.0,
2021-05-23,1,P005,LG-580 Phone,3450.00,3,10350.0,
2021-05-23,1,P004,Samsung S6, 7900.00,5,39500.0,
2021-05-23,2,P005,LG-580 Phone,3450.00,5,17250.0,
2021-05-23,3,P005,LG-580 Phone,3450.00,5,17250.0,
2021-05-23,1,P003,pro 6.1" HD 18:9 ,5400.00 ,5,27000.0,
2021-05-23,1,P004,Samsung S6, 7900.00,5,39500.0,
2021-05-23,1,P004,Samsung S6, 7900.00,5,39500.0,
2021-05-26,1,1000,Samsung s12,15000,1,15000.0,
